Site,Floor,Row ,Cabinet,Type,Chassis ,Cluster,Hostgroup,RU,Hostname,Slot,Type,Model Name,Serial Number,Commission date,Description,Status
South Data Center,12,E,12-009,Switch,NA,NA,network,U39,eLeg-1-101,0,5448,Dell PowerConnect 5448,TBD-M9,1/1/15,Networking,Production
South Data Center,12,E,12-009,Switch,NA,NA,network,U41,eLeg-10-105,0,8132F,Dell PowerConnect 8132F,7XPYZY1 ,1/1/15,Networking,Production
South Data Center,12,E,12-007,Switch,NA,NA,network,U42,ibswspine12,0,155025,Mellanox Switch 155025,TBDC-11,1/1/15,Networking,Production
South Data Center,12,E,12-007,Switch,NA,NA,network,U41,eLeg-1-103,0,6248,Dell Power Connect 6248,TBD-M7,1/1/15,Networking,Production
South Data Center,12,E,12-006,Switch,NA,NA,network,U41,eLeg-1-104,0,6248,Dell Power Connect 6248,TBD-M6,1/1/15,Networking,Production
south Data Center,12,E,12-006,Switch,NA,NA,network,U40,eLeg-1-105,0,6248,Dell Power Connect 6248,TBD-M5,1/1/15,Networking,Production
South Data Center,12,E,12-006,Switch,NA,NA,network,R21,ibswspine16,0,155025,Mellanox Switch 155025,TBDC-7,1/1/15,Networking,Production
South Data Center,12,E,12-005,Switch,NA,NA,network,R40,eLeg-1-106,0,6248,Dell PowerConnect 6248,TBD-M4,1/1/15,Networking,Production
South Data Center,12,E,12-004,Switch,NA,NA,network,R40,eLeg-1-107,0,6248,Dell PowerConnect 6248,TBD-M3,1/1/15,Networking,Production
South Data Center,12,E,12-003,Switch,NA,NA,network,R40,eLeg-1-108,0,6248,Dell PowerConnect 6248,TBD-M2,1/1/15,Networking,Production
South Data Center,12,E,12-003,Switch,NA,NA,network,U35,ibswspine10,0,155025,Mellanox Switch 155025 QDR,TBDC-1,1/1/15,Networking,Production
South Data Center,12,E,12-003,Switch,NA,NA,network,U33,ibswspine11,0,155025,Mellanox Switch 155025 QDR,TBDC-2,1/1/15,Networking,Production
South Data Center,12,E,12-003,Switch,NA,NA,network,U31,ibswspine12,0,155025,Mellanox Switch 155025 QDR,TBDC-3,1/1/15,Networking,Production
South Data Center,12,E,12-003,Switch,NA,NA,network,U29,ibswspine13,0,155025,Mellanox Switch 155025 QDR,TBDC-4,1/1/15,Networking,Production
South Data Center,12,E,12-003,Switch,NA,NA,network,U27,ibswspine14,0,155025,Mellanox Switch 155025 QDR,TBDC-5,1/1/15,Networking,Production
South Data Center,12,E,12-003,Switch,NA,NA,network,U25,ibswspine15,0,155025,Mellanox Switch 155025 QDR,TBDC-6,1/1/15,Networking,Production
South Data Center,12,E,12-002,Switch,NA,NA,network,U42,eLeg-1-109,0,6248,Dell Power Connect 6248,TBD-M1,1/1/15,Networking,Production
South Data Center,12,E,12-002,Switch,NA,NA,network,U40,ibswspine9,0,155025,Mellanox Switch FDR,TBDC-8,1/1/15,Networking,Production
South Data Center,12,E,12-001,Switch,NA,NA,network,U40,ibswspine8,0,155025,Mellanox Switch FDR,TBDC-9,1/1/15,Networking,Production
South Data Center,12,E,12-001,Switch,NA,NA,network,U42,eLeg-10-103,0,N4032F,Dell N4032F,1Z7Q0Z1 ,1/1/15,Networking,Production
South Data Center,12,E,12-001,Switch,NA,NA,network,U41,eLeg-10-104,0,N4032F,Dell N4032F,4CVR0Z1 ,1/1/15,Networking,Production
South Data Center,12,K,12-001,Server,NA,NA,Server,U24,greene,0,R730,PowerEdge R730,GL508B42,1/1/15,DTN,Production
South Data Center,12,K,24-004,Chassis,NA,NA,bladechassis,U1,cmc-26,0,M1000,PowerEdge M1000,11SBS52,1/1/17,Server,Production
South Data Center,12,K,24-004,Chassis,NA,NA,bladechassis,U11,cmc-27,0,M1000,PowerEdge M1000,6N09S52,1/1/17,Server,Production
South Data Center,12,E,12-001,Chassis,NA,NA,bladechassis,U1,cmc-28,0,M1000,PowerEdge M1000,GC7Z942,1/1/17,Server,Production
South Data Center,12,E,12-001,Chassis,NA,NA,bladechassis,U11,cmc-29,0,M1000,PowerEdge M1000,GCB2B42,1/1/17,Server,Production
South Data Center,12,E,12-001,Chassis,NA,NA,bladechassis,U21,cmc-30,0,M1000,PowerEdge M1000,FHPBFB2,1/1/17,Server,Production
South Data Center,12,E,12-001,Chassis,NA,NA,bladechassis,U1,cmc-31,0,M1000,PowerEdge M1000,GZ10B42,1/1/17,Server,Production
South Data Center,12,B,12-055,Chassis,NA,NA,bladechassis,U33,cmc-32,0,M1000,PowerEdge M1000,B76LKY1,1/1/17,Server,Production
South Data Center,12,B,12-055,Chassis,NA,NA,bladechassis,U23,cmc-33,0,M1000,PowerEdge M1000,79ZDHY1,1/1/17,Server,Production
South Data Center,12,B,12-055,Chassis,NA,NA,bladechassis,U11,cmc-34,0,M1000,PowerEdge M1000,H8ZDHY1,1/1/17,Server,Production
South Data Center,12,B,12-056,Chassis,NA,NA,bladechassis,U11,cmc-35,0,M1000,PowerEdge M1000,98ZDHY1,1/1/17,Server,Production
South Data Center,12,B,12-057,Chassis,NA,NA,bladechassis,U23,cmc-36,0,M1000,PowerEdge M1000,15YDHY1,1/1/17,Server,Production
South Data Center,12,B,12-057,Chassis,NA,NA,bladechassis,U23,cmc-37,0,M1000,PowerEdge M1000,45YDHY1,1/1/17,Server,Production
South Data Center,12,B,12-057,Chassis,NA,NA,bladechassis,U11,cmc-38,0,M1000,PowerEdge M1000,F76LKY1,1/1/17,Server,Production
South Data Center,12,B,12-055,Chassis,NA,NA,bladechassis,U1,cmc-39,0,M1000,PowerEdge M1000,D8ZDHY1,1/1/17,Server,Production
South Data Center,12,B,12-056,Chassis,NA,NA,bladechassis,U1,cmc-40,0,M1000,PowerEdge M1000,GGYDHY1,1/1/17,Server,Production
South Data Center,12,B,12-057,Chassis,NA,NA,bladechassis,U1,cmc-41,0,M1000,PowerEdge M1000,29ZDHY1,1/1/17,Server,Production
South Data Center,12,B,12-054a,Server VM,Nutanix ,NA,Server,NA,hpcnagios,0,Virtual,Virtual Machine,NA,6/1/17,Server,Production
South Data Center,12,B,12-054a,Server VM,Nutanix ,NA,Server,NA,hpcganglia,0,Virtual,Virtual Machine,NA,6/1/17,Server,Production
South Data Center,12,B,12-054a,Server VM,Nutanix ,NA,Server,NA,hpcobservium,0,Virtual,Virtual Machine,NA,6/1/17,Server,Production
South Data Center,12,B,12-054a,Server VM,Nutanix ,NA,Server,NA,hpcmysql,0,Virtual,Virtual Machine,NA,6/1/17,Server,Production
South Data Center,12,B,12-054a,Server VM,Nutanix ,NA,Server,NA,hpcxmod,0,Virtual,Virtual Machine,NA,6/1/17,Server,Production
South Data Center,12,B,12-054a,Server VM,ESXi Cluster,NA,Server,NA,psd01a-0046s,0,Virtual,Virtual Machine,NA,6/1/17,Server,Production
South Data Center,12,B,12-054a,Server VM,ESXi Cluster,NA,Server,NA,psd01a-0047s,0,Virtual,Virtual Machine,NA,6/1/17,Server,Production
South Data Center,12,B,12-054a,Server VM,RedHat KVM,NA,Server,NA,nbakli,0,Virtual,Virtual Machine,NA,6/1/17,Server,Production
South Data Center,12,K,24-005,Server,PowerEdge C6320p Server Node,Prince,Server,U3,phi-01-02,0,C6320p,PowerEdge C6320p ,C9S5LH2,6/1/17,Server,Production
South Data Center,12,K,24-005,Server,PowerEdge C6320p Server Node,Prince,Server,U3,phi-01-04,0,C6320p,PowerEdge C6320p ,C9SWKH2,6/1/17,Server,Production
South Data Center,12,B,12-056,Switch,NA,NA,network,U40,eLeg-10-106,0,8132F,PowerConnect 8132F,6240VS1,1/1/15,Networking,Production
